('店', '店')	416349
('状', '狀')	460247
('院', '院')	734608
('暗', '暗')	686397
('烧', '燒')	304486
('造', '造')	697977
('啥', '啥')	135996
('尺', '尺')	197682
('郡', '郡')	199544
('丽', '麗')	598778
('义', '義')	936915
('炼*', '?')	170554
('斯', '斯')	1165058
('球', '球')	645151
('后', '后')	266361
('英', '英')	905322
('雄', '雄')	481857
('习', '習')	451842
('惯', '慣')	232263
('臂', '臂')	328618
('飘', '飄')	340181
('砸', '砸')	148746
('踏', '踏')	190263
('累*', '?')	149898
('隐', '隱')	709891
('绿', '綠')	302517
('旧', '舊')	387725
('据*', '?')	184468
('拜', '拜')	384521
('华', '華')	1250004
('肩', '肩')	384824
('膀', '膀')	186935
('胖', '胖')	240431
('匹*', '?')	131858
('俩', '倆')	225666
('尘', '塵')	280448
('治', '治')	586959
('据', '據')	389821
('殿', '殿')	395699
('庄', '莊')	429482
('松', '鬆')	280597
('柔', '柔')	421156
('降', '降')	422916
('严', '嚴')	670677
('尸*', '?')	129330
('拒', '拒')	205553
('劫', '劫')	235519
('妻', '妻')	287316
('项', '項')	364609
('默', '默')	524466
('毛', '毛')	534588
('克*', '?')	169607
('柄', '柄')	157378
('介', '介')	303790
('绍', '紹')	255636
('尤', '尤')	305278
('跃', '躍')	250503
('坏', '壞')	435224
('喂*', '?')	124459
('唉', '唉')	134946
('威', '威')	842145
('惑', '惑')	280196
('郎', '郎')	355450
('稍', '稍')	355612
('章', '章')	871555
('观', '觀')	768620
('察', '察')	566280
('查', '查')	571425
('犹', '猶')	364225
('豫', '豫')	217034
('羽', '羽')	452197
('爸', '爸')	366777
('猜', '猜')	269608
('阴', '陰')	452748
('警', '警')	574024
('菜', '菜')	292440
('承', '承')	564292
('罪', '罪')	483019
('建', '建')	889121
('区', '區')	658024
('傻', '傻')	237504
('纵', '縱')	345886
('辈', '輩')	515112
('滚', '滾')	286790
('扶', '扶')	228532
('发', '髮')	297882
('增', '增')	333283
('挡', '擋')	300922
('俱', '俱')	183504
('旗*', '?')	126672
('亡', '亡')	398431
('碗', '碗')	145801
('伯', '伯')	456255
('丁', '丁')	499664
('抽', '抽')	289297
('仇', '仇')	402385
('均', '均')	189181
('阁', '閣')	264380
('纸', '紙')	300650
('疯', '瘋')	283901
('聪', '聰')	180369
('共', '共')	505422
('医', '醫')	499617
('素', '素')	464759
('草', '草')	532924
('劈', '劈')	149874
('奉', '奉')	279203
('劝', '勸')	227319
('绪', '緒')	210968
('热', '熱')	636537
('贴', '貼')	201121
('踢', '踢')	132695
('绕*', '?')	116379
('春', '春')	479524
('鹰', '鷹')	223050
('输', '輸')	241216
('苏*', '?')	157176
('读', '讀')	285298
('坚', '堅')	527417
('扔', '扔')	155288
('午', '午')	378072
('握', '握')	466172
('赤', '赤')	240741
('托*', '?')	122304
('吐', '吐')	286660
('鲜', '鮮')	286785
('朱*', '?')	132534
('舞', '舞')	370879
('性', '性')	1440138
('调', '調')	713530
('期*', '?')	191795
('爹', '爹')	292729
('末', '末')	191104
('沿', '沿')	173424
('拾', '拾')	175967
('印', '印')	396986
('扬', '揚')	552120
