317	䍹	䍹	 /variant of 膻[shan1]/
319	䒗	䒗	 /old variant of 芞[qi4]/
321	䔢	䔢	 /old variant of 華|华[hua2]/
322	䕭	䕭	 /variant of 蕁|荨[qian2]/
324	䖟	䖟	 /old variant of 虻[meng2]/
325	䖸	䖸	 /variant of 蛾[e2]/
326	䗈	䗈	 /old variant of 虻[meng2]/
329	䗬	蜂	 /variant of 蜂[feng1]/
330	䗶	䗶	 /old variant of 蠟|蜡[la4]/
331	䘏	恤	 /variant of 恤[xu4]/
332	䘑	脉	 /old variant of 脈|脉[mai4]/
333	䘚	卒	 /variant of 卒[zu2]/
334	䛐	词	 /old variant of 詞|词[ci2]/
335	䛟	䛟	 /variant of 唊[jia2]/
336	䝓	䝓	 /old variant of 鬣[lie4]/
337	䝔	獾	 /variant of 獾[huan1]/
338	䞓	䞓	 /old variant of 赬|赪[cheng1]/
339	䟆	䟆	 /old variant of 蹕|跸[bi4]/
340	䟖	䟖	 /erroneous variant of 趾[zhi3]/
342	䠀	趟	 /old variant of 趟[tang1]/
343	䠞	䠞	 /variant of 蹙[cu4]/
344	䠶	射	 /old variant of 射[she4]/
347	䤈	䤈	 /old variant of 醯[xi1]/
349	䥥	镰	 /old variant of 鐮|镰[lian2]/
351	䦉	䦉	 /variant of 肆[si4]/
352	䦕	䦕	 /variant of 閛[peng1]/
353	䩦	䩦	 /variant of 鞗[tiao2]/
354	䫏	䫏	 /variant of 魌[qi1]/
355	䬃	飒	 /variant of 颯|飒[sa4]/
356	䬠	䬠	 /old variant of 霏[fei1]/
357	䬪	䬪	 /variant of 餺|馎[bo2]/
358	䭾	驮	 /variant of 馱|驮[tuo2]/
359	䯝	䯝	 /variant of 髓[sui3]/
360	䰟	魂	 /old variant of 魂[hun2]/
364	䲔	䲔	 /old variant of 鯨|鲸[jing1]/
366	䳗	䳗	 /variant of 鵝|鹅[e2]/
367	䳘	鹅	 /variant of 鵝|鹅[e2]/
372	䴸	麸	 /variant of 麩|麸[fu1]/
373	䵹	䵹	 /old variant of 蜘[zhi1]/
374	䶊	衄	 /old variant of 衄[nu:4]/
375	䶑	䶑	 /variant of 嚏[ti4]/
383	一下兒	一下儿	 /erhua variant of 一下[yi1 xia4]/
390	一並	一并	 /variant of 一併|一并[yi1 bing4]/
416	一個勁兒	一个劲儿	 /erhua variant of 一個勁|一个劲[yi1 ge4 jin4]/
436	一准	一准	 /variant of 一準|一准[yi1 zhun3]/
473	一口氣兒	一口气儿	 /erhua variant of 一口氣|一口气[yi1 kou3 qi4]/
474	一古腦兒	一古脑儿	 /variant of 一股腦兒|一股脑儿[yi1 gu3 nao3 r5]/
511	一塊兒	一块儿	 /erhua variant of 一塊|一块[yi1 kuai4]/
526	一大早兒	一大早儿	 /erhua variant of 一大早[yi1 da4 zao3]/
550	一字兒	一字儿	 /erhua variant of 一字[yi1 zi4]/
678	一暴十寒	一暴十寒	 /variant of 一曝十寒[yi1 pu4 - shi2 han2]/
712	一槌定音	一槌定音	 /variant of 一錘定音|一锤定音[yi1 chui2 ding4 yin1]/
811	一筆抹煞	一笔抹煞	 /variant of 一筆抹殺|一笔抹杀[yi1 bi3 mo3 sha1]/
851	一股腦兒	一股脑儿	 /erhua variant of 一股腦|一股脑[yi1 gu3 nao3]/
1024	一點兒	一点儿	 /erhua variant of 一點|一点[yi1 dian3]/
1061	丁客	丁客	 /variant of 丁克[ding1 ke4]/
1062	丁寧	丁宁	 /variant of 叮嚀|叮咛[ding1 ning2]/
1142	七灣八拐	七湾八拐	 /variant of 七彎八拐|七弯八拐[qi1 wan1 - ba1 guai3]/
1170	丄	丄	 /old variant of 上[shang4]/
1171	丅	丅	 /old variant of 下[xia4]/
1231	三個臭皮匠，勝過一個諸葛亮	三个臭皮匠，胜过一个诸葛亮	 /variant of 三個臭皮匠，賽過一個諸葛亮|三个臭皮匠，赛过一个诸葛亮[san1 ge4 chou4 pi2 jiang5 , sai4 guo4 yi1 ge4 Zhu1 ge3 Liang4]/
1462	三膲	三膲	 /variant of 三焦[san1 jiao1]/
